Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,HR,var
0.35784313725490197,-3.1436567164179103,-0.5567010309278351,0.017413457635185262,0.22725150970511593,0.3946635888383461,50.00000000000001,0.5315368421052631,-1.3793882352941176,0.9388888888888889,0.7366737348186261
-0.3811274509803922,-6.264925373134328,0.46082474226804127,-0.09013284060527163,-0.02935976741536279,0.5280587804859649,49.625,0.657936842105263,-1.2470588235294118,0.9388888888888889,8.110177021181903
-0.4411764705882353,-2.71455223880597,0.622680412371134,0.005462002547628047,-0.3805486027646992,0.09245554876622837,49.625,0.657936842105263,-1.1911529411764705,0.9388888888888889,40.32157904969764
-0.25980392156862747,-1.7667910447761193,-0.488659793814433,0.18828930976077493,-0.17189504287452267,-0.34866966905801855,50.00000000000001,0.6894315789473684,-1.1529411764705881,0.9388888888888889,118.96137417979243
-0.11151960784313726,-1.046641791044776,0.5103092783505154,-0.13127283416621174,-0.231735600371959,-0.055197229954511505,52.625,0.5315368421052631,-1.0941176470588234,0.9388888888888889,230.2007572721248
-0.04779411764705883,-1.046641791044776,-0.10515463917525773,0.1734374781281933,-0.04347730204761223,0.21021265681459855,53.0,0.43679999999999997,-1.0941176470588234,0.9388888888888889,306.68726604954804
0.2720588235294118,0.6623134328358208,-0.4072164948453609,-0.2565713405842747,-0.6436581358679473,0.6329312542904776,53.0,0.5000421052631578,-1.1705882352941177,0.9388888888888889,296.81233266231266
0.5416666666666667,0.45708955223880593,-0.16494845360824742,-0.062307703075351,-0.40609689311324537,0.199628850114287,50.375,0.3473684210526316,-1.1323294117647058,0.9388888888888889,246.816721897952
0.04166666666666667,-0.8563432835820896,-0.27113402061855674,0.23352790492588085,-0.21492761133960372,-0.06578103665482306,51.12500000000001,0.15789473684210525,-1.2470588235294118,0.9388888888888889,244.72146718916602
-0.4852941176470589,-6.399253731343284,-0.5391752577319588,-0.11488682652332759,-0.09525017182888416,-0.18537126304116594,50.375,0.25263157894736843,-1.3411764705882352,0.9444444444444444,288.0368481929903
0.011029411764705883,-5.121268656716418,0.5494845360824743,-0.14680776606615434,0.16180951435827887,-0.2989868815111533,50.375,0.06315789473684211,-1.3970823529411764,0.9444444444444444,297.6269635047608
0.4019607843137255,-2.4776119402985075,0.13711340206185568,-0.024751186326796286,0.18691307112429387,-0.4691802264617798,47.813,0.22105263157894733,-1.3793882352941176,0.95,258.00845926550585
0.48897058823529416,-1.4067164179104477,0.08556701030927835,0.17412057839555425,0.25436923178705717,0.6467362195517535,48.562000000000005,0.37894736842105264,-1.3411764705882352,0.95,236.44678316521214
0.37990196078431376,-1.164179104477612,-0.11237113402061856,-0.49095312084435677,0.3272063012500322,0.01517791809053945,48.187,0.41052631578947363,-1.3029176470588235,0.95,257.77751666527024
-0.40686274509803927,0.0708955223880597,-0.19690721649484538,0.0578703509287644,0.12684830909351535,-0.43284223866748134,49.625,0.37894736842105264,-1.4352941176470586,0.9444444444444444,268.16108483375075
-0.8419117647058825,0.333955223880597,-0.21855670103092784,-0.10242304623524966,0.6896016877823232,-0.44341850167092883,51.12500000000001,0.18947368421052632,-1.4558588235294116,0.9333333333333333,239.9800810993702
-0.27818627450980393,-0.05783582089552238,-0.3804123711340206,0.10669242290625569,0.37942758009798844,0.1435112891423571,50.375,0.37894736842105264,-1.529411764705882,0.9277777777777778,217.8772625290532
0.5870098039215687,-2.0242537313432836,-0.34329896907216495,0.010582454961575609,0.15575966744219383,0.43560323171973653,49.25,0.43679999999999997,-1.4558588235294116,0.9222222222222223,235.6182575385468
-0.21200980392156862,-6.660447761194029,0.09072164948453608,-0.1084001735746581,-0.20461787829001776,0.4475599912493116,48.187,0.5315368421052631,-1.2470588235294118,0.9222222222222223,263.248210146243
-0.5980392156862745,-3.1529850746268653,0.7793814432989691,0.07476868377216926,-0.3523098580160472,0.26448955575169164,48.87500000000001,0.6262736842105263,-1.1705882352941177,0.9166666666666666,264.3612151087236
-0.17647058823529413,-1.8208955223880596,-0.31237113402061856,0.043189294363023,-0.10533570034512797,0.17755599308997366,50.375,0.5000421052631578,-1.1323294117647058,0.9166666666666666,248.4427888690957
-0.1053921568627451,-1.0111940298507462,0.002061855670103093,-0.04643122104172791,-0.27723074321965063,-0.4866589720958653,50.375,0.43679999999999997,-1.1323294117647058,0.9166666666666666,241.14852710864938
-0.09313725490196079,-0.8731343283582089,0.36804123711340203,-0.3583140861434231,-0.2657999875033539,0.24056849299567745,50.375,0.37894736842105264,-1.2647058823529411,0.9222222222222223,244.86815276754143
0.21446078431372548,-0.4141791044776119,-0.4742268041237114,0.06213692800851076,-0.5558067136393542,0.7148105400532585,48.562000000000005,0.28421052631578947,-1.3411764705882352,0.9277777777777778,249.7098762797447
0.5110294117647058,0.5708955223880596,0.01752577319587629,-0.4088439087893168,-0.44150650744469316,0.43238207315877214,48.187,0.18947368421052632,-1.3793882352941176,0.9277777777777778,253.57296329388666
0.05147058823529412,-0.628731343283582,-0.19793814432989693,-0.0049496773471073225,-0.200582196689859,-0.06623365846666816,50.375,0.12631578947368421,-1.3793882352941176,0.9333333333333333,255.40832614524788
-0.170343137254902,-5.722014925373134,-0.4639175257731959,0.05462562465879982,-0.13178080882704274,-0.14259095812493872,48.562000000000005,0.031578947368421054,-1.3970823529411764,0.9388888888888889,249.61157800056526
-0.21446078431372548,-5.473880597014925,0.3577319587628866,-0.08006271084421675,0.14074531467657578,-0.39926524392543805,47.813,0.031578947368421054,-1.4735058823529412,0.9388888888888889,238.66778916545178
-0.09313725490196079,-1.9850746268656716,0.30721649484536084,0.28371337784683437,0.1443289117258971,-0.3509629529047005,45.938,0.12631578947368421,-1.4176470588235293,0.9388888888888889,235.59325865955864
0.5465686274509804,-1.550373134328358,0.12989690721649486,0.24325648455325524,-0.024427267681835393,0.6711099041196128,45.938,0.09473684210526316,-1.3793882352941176,0.9388888888888889,243.75394116076444
